City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
Isangel,VU,-19.55,169.2667,79.83,74,15,17.11,few clouds
Margate,GB,51.3813,1.3862,53.31,89,1,3.0,clear sky
Gillette,US,44.2911,-105.5022,52.95,62,0,5.75,clear sky
Ust-Tsilma,RU,65.441,52.1498,44.17,83,100,9.86,overcast clouds
Lata,PT,40.1629,-8.3327,60.08,69,2,2.37,clear sky
Qasigiannguit,GL,68.8193,-51.1922,25.05,93,100,1.92,overcast clouds
Ormara,PK,25.2088,64.6357,83.48,39,0,7.45,clear sky
Gushikawa,JP,26.3544,127.8686,81.63,69,40,13.8,scattered clouds
Hammerfest,NO,70.6634,23.6821,43.25,75,40,2.3,scattered clouds
Narsaq,GL,60.9167,-46.05,32.22,82,72,5.53,broken clouds
Strezhevoy,RU,60.7333,77.5889,44.73,85,100,8.14,light rain
Villa Sandino,NI,12.0483,-84.9936,71.51,95,100,4.92,overcast clouds
Bongandanga,CD,1.5,21.05,69.33,98,100,1.05,overcast clouds
Siteki,SZ,-26.45,31.95,58.6,80,81,5.21,broken clouds
Grindavik,IS,63.8424,-22.4338,41.47,87,100,9.22,light intensity drizzle
Alcains,PT,39.9164,-7.4566,63.91,54,11,3.11,few clouds
Boda,CF,4.3189,17.4695,68.38,98,100,1.54,overcast clouds
Lagoa,PT,39.05,-27.9833,69.73,90,94,5.79,overcast clouds
Paamiut,GL,61.994,-49.6678,33.58,90,100,7.23,overcast clouds
Betioky,MG,-23.7167,44.3833,70.41,75,0,2.33,clear sky
Makakilo City,US,21.3469,-158.0858,84.56,67,100,2.71,overcast clouds
Olafsvik,IS,64.8945,-23.7142,42.69,74,100,14.92,overcast clouds
Batemans Bay,AU,-35.7167,150.1833,63.1,92,100,9.19,overcast clouds
Manokwari,ID,-0.8667,134.0833,83.57,70,60,4.94,broken clouds
Lorut,AM,40.9372,44.7714,50.36,92,98,2.71,overcast clouds
Fare,PF,-16.7,-151.0167,77.52,78,13,19.62,light rain
Riviere-Au-Renard,CA,48.9957,-64.3971,52.09,98,100,10.94,overcast clouds
Oktyabrskoye,RU,43.0645,44.7417,55.54,82,4,8.95,clear sky
Chadan,RU,51.2833,91.5833,30.4,60,68,3.44,broken clouds
Vanimo,PG,-2.6741,141.3028,85.84,66,100,7.05,overcast clouds
Hami,CN,42.8,93.45,49.98,20,0,19.37,clear sky
Okha,RU,53.5739,142.9478,41.85,56,92,15.64,light rain
Gaimersheim,DE,48.807,11.368,51.15,90,75,0.0,fog
Misratah,LY,32.3754,15.0925,72.54,66,20,3.85,few clouds
Vestmannaeyjar,IS,63.4427,-20.2734,45.12,72,80,10.2,broken clouds
Katangli,RU,51.7102,143.2326,42.33,51,7,6.08,clear sky
Tual,ID,-5.6667,132.75,82.56,77,65,11.63,broken clouds
Taltal,CL,-25.4,-70.4833,59.5,78,24,3.85,few clouds
Hirara,JP,24.8,125.2833,79.74,75,56,25.68,broken clouds
Bakel,SN,14.905,-12.4568,82.45,57,100,4.14,light rain
Nouadhibou,MR,20.931,-17.0347,70.0,86,3,20.67,clear sky
Bonnyville,CA,54.2668,-110.735,56.17,50,59,3.42,broken clouds
Odweyne,SO,9.4092,45.064,73.83,60,7,6.33,clear sky
Knysna,ZA,-34.0363,23.0471,58.21,73,62,4.9,broken clouds
Gazanjyk,TM,39.2446,55.5154,60.4,65,0,2.3,clear sky
Invermere,CA,50.5167,-116.0354,62.37,47,100,0.87,overcast clouds
Port Moresby,PG,-9.4431,147.1797,85.17,68,88,6.51,overcast clouds
Santa Fe,AR,-31.6333,-60.7,73.02,54,0,4.0,clear sky
Mukhen,RU,48.1,136.1,45.99,47,17,6.73,few clouds
Hobyo,SO,5.3505,48.5268,77.23,83,89,22.53,overcast clouds
Port Keats,AU,-14.25,129.55,91.15,52,19,3.56,few clouds
Dawei,MM,14.0833,98.2,77.25,84,100,2.91,overcast clouds
Xinzhou,CN,38.4092,112.7333,55.18,58,66,3.6,broken clouds
Srednyaya Yelyuzan,RU,53.0241,45.9529,46.45,72,33,7.16,scattered clouds
Manggar,ID,-2.8833,108.2667,74.95,93,100,4.03,moderate rain
Ewa Beach,US,21.3156,-158.0072,85.98,65,75,6.91,broken clouds
Pavino,RU,59.1139,46.1414,46.83,76,100,10.18,overcast clouds
Canberra,AU,-35.2835,149.1281,67.44,73,75,5.75,broken clouds
Kudahuvadhoo,MV,2.6708,72.8944,82.27,70,100,16.49,overcast clouds
Morro Bay,US,35.3658,-120.8499,72.21,1,8,4.0,clear sky
Kirakira,SB,-10.4544,161.9205,84.99,64,59,7.83,broken clouds
Carutapera,BR,-1.195,-46.02,78.93,80,0,9.33,clear sky
Fairbanks,US,64.8378,-147.7164,44.6,83,100,3.53,overcast clouds
Sorland,NO,67.667,12.6934,46.26,86,100,10.18,overcast clouds
Kaeo,NZ,-35.1,173.7833,59.25,58,99,10.51,overcast clouds
Portland,US,45.5234,-122.6762,82.0,57,0,1.99,clear sky
Les Cayes,HT,18.2,-73.75,78.93,78,38,3.51,scattered clouds
Bratsk,RU,56.1325,101.6142,30.69,83,69,5.48,broken clouds
Cockburn Town,TC,21.4612,-71.1419,82.92,75,7,20.62,clear sky
Bazarnyye Mataki,RU,54.8833,49.9333,46.06,88,7,12.97,clear sky
Loknya,RU,56.83,30.1467,45.01,86,90,8.3,overcast clouds
Vallenar,CL,-28.5708,-70.7581,67.21,38,3,2.26,clear sky
Dehloran,IR,32.6941,47.2679,85.98,11,0,6.33,clear sky
Monrovia,LR,6.3005,-10.7969,76.8,86,100,6.22,light rain
Montepuez,MZ,-13.1256,38.9997,64.69,96,65,3.2,broken clouds
Ugoofaaru,MV,5.6667,73.0,81.57,70,64,15.37,broken clouds
Pokhara,NP,28.2333,83.9833,68.18,80,100,3.2,overcast clouds
Rio Gallegos,AR,-51.6226,-69.2181,41.05,45,0,10.36,clear sky
Kofele,ET,7.0667,38.7833,47.89,91,66,5.23,broken clouds
Airai,TL,-8.9266,125.4092,73.9,53,7,4.47,clear sky
Port Lincoln,AU,-34.7333,135.8667,58.01,47,9,10.27,clear sky
Montes Claros,BR,-16.735,-43.8617,75.04,62,86,4.52,overcast clouds
Arya,PK,33.6,73.0667,67.23,74,0,5.5,clear sky
Vangaindrano,MG,-23.35,47.6,63.9,93,2,6.24,clear sky
Buraydah,SA,26.326,43.975,75.04,13,0,1.92,clear sky
Praia Da Vitoria,PT,38.7333,-27.0667,69.76,96,54,3.67,broken clouds
Jubbal,IN,31.1167,77.6667,52.23,91,100,1.83,overcast clouds
Coquimbo,CL,-29.9533,-71.3436,55.13,94,0,2.3,clear sky
Skelleftea,SE,64.7507,20.9528,46.99,100,75,6.91,broken clouds
Doka,SD,13.5167,35.7667,71.46,74,15,4.27,few clouds
Kita,ML,13.0349,-9.4895,72.84,81,51,2.71,broken clouds
Ulaangom,MN,49.9811,92.0667,32.43,48,13,2.82,few clouds
The Valley,AI,18.217,-63.0578,83.1,74,13,17.2,few clouds
Rancho Palos Verdes,US,33.7445,-118.387,78.53,85,40,13.8,haze
Olinda,BR,-8.0089,-34.8553,78.53,73,40,9.22,scattered clouds
Zhezkazgan,KZ,47.8043,67.7144,51.3,29,97,7.81,overcast clouds
Lasa,IT,46.6166,10.7002,47.35,80,23,2.21,few clouds
Oloron-Sainte-Marie,FR,43.1944,-0.6107,62.53,98,100,2.13,overcast clouds
San Juan,AR,-31.5375,-68.5364,81.05,9,22,35.01,few clouds
Tabou,CI,4.423,-7.3528,75.85,92,50,7.74,light rain
Cacule,BR,-14.5033,-42.2222,81.16,43,100,3.85,overcast clouds
Rypin,PL,53.066,19.4094,54.14,82,100,7.09,overcast clouds
Padang,ID,-0.9492,100.3543,75.25,76,100,3.44,light rain
Ekhabi,RU,53.5102,142.9671,41.88,56,92,15.23,light rain
Lorengau,PG,-2.0226,147.2712,85.35,65,18,10.51,few clouds
Namatanai,PG,-3.6667,152.4333,85.48,63,14,7.27,few clouds
Koster,ZA,-25.863,26.8976,63.37,42,0,13.51,clear sky
Mbekenyera,TZ,-10.0,38.9833,71.69,76,100,3.27,overcast clouds
Acarau,BR,-2.8856,-40.12,78.08,83,0,12.59,clear sky
Fukuma,JP,33.7667,130.4667,70.29,60,100,17.31,overcast clouds
Arlit,NE,18.7369,7.3853,85.26,21,7,11.59,clear sky
Muros,ES,42.7762,-9.0603,65.08,85,100,12.91,overcast clouds
Atambua,ID,-9.1061,124.8925,85.57,54,7,2.46,clear sky
Belgrade,RS,44.804,20.4651,58.69,89,0,5.75,clear sky
La Palma,US,33.8464,-118.0467,83.93,74,0,12.66,clear sky
Keti Bandar,PK,24.1447,67.4497,81.34,75,31,14.05,scattered clouds
Ofunato,JP,39.0717,141.7167,58.3,80,96,4.97,overcast clouds
Hokitika,NZ,-42.7167,170.9667,53.64,64,100,7.78,overcast clouds
Pouebo,NC,-20.4,164.5667,80.78,65,25,15.39,scattered clouds
Montevideo,UY,-34.8335,-56.1674,69.51,32,0,8.05,clear sky
San Ramon,US,37.7799,-121.978,89.82,52,0,8.05,clear sky
Taoudenni,ML,22.6783,-3.9836,93.09,20,87,13.38,overcast clouds
Arkhangelsk,RU,64.5401,40.5433,42.91,100,40,4.47,scattered clouds
Piranshahr,IR,36.701,45.1413,58.37,55,2,5.06,clear sky
Vestmanna,FO,62.1564,-7.1664,40.12,75,100,12.66,overcast clouds
Katherine,AU,-14.4667,132.2667,88.12,58,80,4.61,broken clouds
Hoquiam,US,46.9809,-123.8893,63.43,91,0,6.91,clear sky
Fougamou,GA,-1.2154,10.5838,71.19,99,91,1.01,overcast clouds
Port Blair,IN,11.6667,92.75,80.6,80,100,11.48,overcast clouds
Nanakuli,US,21.3906,-158.1547,84.42,65,75,6.91,broken clouds
Cairns,AU,-16.9167,145.7667,91.06,69,100,9.22,overcast clouds
Fairhope,US,30.523,-87.9033,74.95,69,0,3.0,clear sky
Zyryanka,RU,65.75,150.85,18.36,82,47,12.12,scattered clouds
Tazovskiy,RU,67.4667,78.7,35.37,99,100,7.0,light rain
Porto Novo,BJ,6.4965,2.6036,75.29,93,97,2.91,moderate rain
Hay River,CA,60.8156,-115.7999,52.86,58,100,5.08,overcast clouds
Filingue,NE,14.3521,3.3168,85.57,48,66,7.49,broken clouds
Grand-Lahou,CI,5.1367,-5.0242,75.45,93,81,6.87,light rain
Constantine,DZ,36.365,6.6147,62.01,88,75,4.61,broken clouds
Znamenskoye,RU,57.1281,73.8282,46.58,71,100,1.3,light rain
Nuuk,GL,64.1835,-51.7216,32.61,80,75,1.14,broken clouds
Cananeia,BR,-25.0147,-47.9267,67.06,80,26,4.23,scattered clouds
Skibbereen,IE,51.55,-9.2667,50.11,78,10,8.25,clear sky
Rio Grande,BR,-32.035,-52.0986,57.24,77,0,2.42,clear sky
General Roca,AR,-39.0333,-67.5833,55.62,28,8,31.94,clear sky
Feijo,BR,-8.1642,-70.3536,73.36,92,100,1.3,overcast clouds
Brisbane,AU,-27.4679,153.0281,78.12,63,75,13.8,broken clouds
Axim,GH,4.8699,-2.2405,75.51,88,71,5.93,broken clouds
Gavle,SE,60.6745,17.1417,53.92,88,100,7.0,overcast clouds
Douglas,US,41.3,-96.167,49.39,59,0,0.0,clear sky
Sumbe,AO,-11.2061,13.8437,72.95,88,99,2.93,overcast clouds
General Pico,AR,-35.6566,-63.7568,62.38,64,100,4.7,overcast clouds
Galveston,US,29.3669,-94.9669,82.99,69,40,3.44,scattered clouds
Iralaya,HN,15.0,-83.2333,80.31,87,100,11.16,overcast clouds
Shubarkuduk,KZ,49.1447,56.4872,45.68,65,49,7.67,scattered clouds
Maniwaki,CA,46.3834,-75.966,38.61,71,99,8.57,overcast clouds
Mizdah,LY,31.4451,12.9801,60.91,90,0,6.24,clear sky
Ongandjera,NA,-17.8833,15.0667,70.54,17,10,2.48,clear sky
Manta,EC,-0.95,-80.7333,71.38,83,75,16.11,broken clouds
Nemuro,JP,43.3236,145.575,51.64,71,71,20.33,broken clouds
Jacqueville,CI,5.2052,-4.4146,76.89,90,77,7.76,light rain
Hovd,MN,48.0056,91.6419,29.41,54,48,0.94,scattered clouds
El Sauzal,MX,31.9,-116.6833,69.78,76,50,3.11,scattered clouds
Ashti,IN,19.3833,76.2333,71.4,91,25,6.08,scattered clouds
Krasnaya Gora,RU,52.9995,31.6023,43.86,91,0,6.53,clear sky
Cabedelo,BR,-6.9811,-34.8339,77.67,85,0,9.62,clear sky
Tamandare,BR,-8.7597,-35.1047,75.47,86,0,5.28,clear sky
Murgab,TM,37.4966,61.9714,53.42,34,0,2.46,clear sky
Quelimane,MZ,-17.8786,36.8883,72.19,96,18,3.22,few clouds
Sosnogorsk,RU,63.6023,53.8817,43.29,87,100,8.43,overcast clouds
Otradnoye,RU,59.7775,30.8181,51.85,78,60,11.92,broken clouds
Taguatinga,BR,-12.3857,-46.5711,81.3,47,8,0.72,clear sky
Abyek,IR,36.0667,50.55,54.57,71,0,2.19,clear sky
Aasiaat,GL,68.7098,-52.8699,25.93,86,100,5.64,overcast clouds
Challans,FR,46.8436,-1.8749,51.96,89,9,8.19,clear sky
Warora,IN,20.2333,79.0,73.18,97,70,8.05,broken clouds
Mokobeng,BW,-22.9965,27.6678,72.19,42,0,15.79,clear sky
Half Moon Bay,US,37.4636,-122.4286,81.03,77,100,17.27,mist
Saint Joseph,US,39.7686,-94.8466,49.55,58,0,6.85,clear sky
Soloneshnoye,RU,51.6544,84.3197,41.86,65,83,5.14,broken clouds
Nizwa,OM,22.9333,57.5333,73.94,46,0,2.66,clear sky
Saldanha,ZA,-33.0117,17.9442,58.53,82,100,10.65,overcast clouds
Lulea,SE,65.5842,22.1547,48.27,93,100,5.75,overcast clouds
Lyuban,BY,52.7985,28.0048,44.08,87,4,7.47,clear sky
Enid,US,36.3956,-97.8784,62.98,26,0,12.66,clear sky
Pascagoula,US,30.3658,-88.5561,74.12,86,0,0.0,clear sky
Lerwick,GB,60.1545,-1.1494,48.2,71,100,16.67,overcast clouds
Kamina,CD,-8.7386,24.9906,64.76,79,0,4.7,clear sky
La Rioja,ES,42.25,-2.5,47.98,96,78,2.57,broken clouds
Calama,CL,-22.4667,-68.9333,55.89,8,0,5.75,clear sky
Tsiroanomandidy,MG,-18.7667,46.0333,61.12,55,0,2.68,clear sky
Maningrida,AU,-12.0667,134.2667,88.68,55,96,8.08,overcast clouds
Xuddur,SO,4.1213,43.8894,70.11,83,99,12.71,overcast clouds
Natal,BR,-5.795,-35.2094,77.65,88,40,3.44,scattered clouds
Inirida,CO,3.8653,-67.9239,76.32,88,46,3.87,scattered clouds
Perchtoldsdorf,AT,48.119,16.2574,56.21,89,46,0.36,scattered clouds
Sarangani,PH,5.4033,125.4636,83.39,74,100,8.52,overcast clouds
Labuhan,ID,-6.8844,112.2051,81.34,78,100,8.41,overcast clouds
Tete,MZ,-16.1564,33.5867,80.69,54,0,9.22,clear sky
Guadix,ES,37.2993,-3.1392,59.31,60,99,3.06,overcast clouds
Miranda,CO,3.2499,-76.2281,66.88,98,100,1.86,overcast clouds
Cabinda,AO,-5.55,12.2,75.76,85,60,6.4,broken clouds
Luganville,VU,-15.5333,167.1667,83.73,69,25,9.64,scattered clouds
San Cayetano,CO,7.8771,-72.6243,81.48,65,75,4.61,thunderstorm
Koszalin,PL,54.1944,16.1722,50.68,67,100,9.64,overcast clouds
Grand Gaube,MU,-20.0064,57.6608,68.38,71,88,3.0,overcast clouds
Takoradi,GH,4.8845,-1.7554,75.29,89,77,5.93,broken clouds
Masuda,JP,34.6667,131.85,63.93,72,100,13.6,overcast clouds
Whitehorse,CA,60.7161,-135.0538,59.81,45,100,5.01,overcast clouds
Tigil,RU,57.8,158.6667,34.05,91,57,13.85,broken clouds
Halmstad,SE,56.6745,12.8568,56.01,93,40,11.5,moderate rain
Ushtobe,KZ,45.2514,77.9838,50.95,36,0,5.7,clear sky
Vondrozo,MG,-22.8167,47.2833,56.84,97,10,1.86,clear sky
Trairi,BR,-3.2778,-39.2689,77.41,81,0,7.72,clear sky
Kautokeino,NO,69.0125,23.0412,35.08,96,43,13.6,scattered clouds
Nador,MA,35.174,-2.9287,71.85,83,75,3.44,broken clouds
Maple Grove,US,45.0725,-93.4558,44.6,69,0,3.44,clear sky
Maridi,SS,4.9158,29.4742,66.18,99,100,4.16,moderate rain
Cartagena,CO,10.3997,-75.5144,80.22,83,75,4.61,broken clouds
Ahuimanu,US,21.4447,-157.8378,84.16,70,75,5.75,broken clouds
Karratha,AU,-20.7377,116.8463,83.53,31,43,26.64,scattered clouds
Tiarei,PF,-17.5333,-149.3333,82.42,82,33,21.94,light rain
Agua Verde,MX,22.9,-106.05,80.69,76,6,5.48,clear sky
Morgan City,US,29.6994,-91.2068,75.99,78,0,5.75,clear sky
Labuan,MY,5.2767,115.2417,81.21,81,24,11.68,few clouds
Tara,RU,56.8944,74.371,47.64,59,100,3.51,overcast clouds
Farafenni,GM,13.5667,-15.6,75.9,90,100,1.74,moderate rain
Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,46.99,46,40,6.71,scattered clouds
Igrim,RU,63.1906,64.4162,41.36,94,100,5.97,overcast clouds
Santa Maria,BR,-29.6842,-53.8069,56.75,80,0,5.14,clear sky
Gat,IL,31.61,34.7642,70.39,100,0,2.73,clear sky
Svobodnyy,RU,51.4,128.1333,37.0,42,100,9.73,overcast clouds
Biograd Na Moru,HR,43.9433,15.4519,54.3,69,100,1.79,overcast clouds
Pampierstad,ZA,-27.7832,24.6877,57.65,19,0,3.38,clear sky
Dayong,CN,25.0209,118.2898,76.95,73,99,4.63,overcast clouds
Mount Isa,AU,-20.7333,139.5,85.77,48,100,10.36,overcast clouds
Belaya Gora,RU,68.5333,146.4167,25.34,49,100,16.31,overcast clouds
Longonjo,AO,-12.9067,15.2533,61.97,92,7,1.57,clear sky
Axams,AT,47.2081,11.2869,46.29,92,92,2.3,overcast clouds
